company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
Yazılım,ariteknokent@ariteknokent.com.tr,"Delivers.ai, son teknoloji yeni nesil navigasyon teknolojisini &ccedil;ekici tasarımla birleştirerek yiyecek, bakkal ve paketleri mağazalardan kapınıza kadar &ouml;zerk bir şekilde teslim etmek i&ccedil;in tasarlanmıştır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",DELİVERS Aİ ROBOTİK OTONOM SÜRÜŞ BİLGİ TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://delivers.ai/
Telekomünikasyon,ariteknokent@ariteknokent.com.tr,"MisOne, kuruluşların rekabet avantajı elde etmelerine yardımcı olmak i&ccedil;in en stratejik ihtiya&ccedil;larına odaklanan lider bir BT &uuml;r&uuml;nleri ve danışmanlık hizmetleri sağlayıcısıdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MİSONE HABERLEŞME TEKNOLOJİ VE YAZILIM A.Ş.,+90 (212) 285 45 79-80 (4 Hat),http://www.misonesolution.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,"Melina Aero, itki ve enerji d&ouml;n&uuml;ş&uuml;m sistemlerinin modellenmesi konusunda yazılım geliştirme faaliyetleri hizmeti vermektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MELİNA AERO TEKNOLOJİ GELİŞTİRME VE DİZAYN BÜROSU A.Ş.,+90 (212) 285 71 92,http://www.melina-aero.com/
BİYOTEKNOLOJİ,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ALEPH BİYOTEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://aleph.com.tr/
Bilişim,ariteknokent@ariteknokent.com.tr,"SodaCo,&nbsp;fiziksel d&uuml;nyayı dijital d&uuml;nyayla b&uuml;t&uuml;nleştiren ve fiziksel etkileşimleri dijital bir bilgi tabanına d&ouml;n&uuml;şt&uuml;ren teknolojiler geliştirmeyi hedefleyen bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SOCIODIGITAL ANALYTICS BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ,+90 (212) 285 71 92,https://www.sodaco.net/
Bilişim,ariteknokent@ariteknokent.com.tr,"SFS, Yeni Sigortacılık &Uuml;r&uuml;n&uuml; InsureE ile Geleceğin Sigortacılığında yeni bir sayfa a&ccedil;acaktır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SFS,+90 (212) 285 45 79-80 (4 Hat),http://www.sfs.com.tr/
Pazarlama Tech.,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",LATİSSİM KOZMETİK PAZARLAMA TİCARET ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://latissim.com/
Malzeme,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",GG MALZEME TEKNOLOJİLERİ LİMİTED ŞİRKETİ,+90 (212) 285 71 92,http://ggmalzemeteknolojileri.com/
İnşaat,ariteknokent@ariteknokent.com.tr,Hazne Enerji kentsel altyapılarda su kayıp ve ka&ccedil;aklarının azaltılmasına y&ouml;nelik &ccedil;&ouml;z&uuml;mler &uuml;retmektedir.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",HAZNE,+90 (212) 285 45 79-80 (4 Hat),http://mvtenerji.com/
BİYOTEKNOLOJİ,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",PEPTİSYN BİYOTEKNOLOJİ DANIŞMANLIK LTD.ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),
Bilişim Teknolojiler,,Poilabs fiziksel ile dijital d&uuml;nyayı birleştiren hibrit ger&ccedil;eklik yardımıyla hayatı kolaylaştıran bir teknoloji şirketidir. &nbsp;,Ankara,POILABS | ARIKOVANI,,http://www.getpoi.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"&nbsp; Earnado, algoritmalara dayalı pazarlama kararları veren ve &ccedil;evrimi&ccedil;i profesyonellerle g&ouml;revleri tamamlayan bir&nbsp;sistemdir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",EARNADO YAZILIM A.Ş.,+90 (212) 285 71 92,http://www.earnado.com
Mühendislik,ariteknokent@ariteknokent.com.tr,"Seismocode, yer i&ccedil;i sismik hareketleri dinleyerek yeraltı yapısını modelleyen bulut destekli sismik izleme ve analiz platformu geliştiren bir yazılım şirketidir.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SEISMOCODE MÜHENDİSLİK VE BİLİŞİM TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://www.seismocode.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"2008 yılında kurulan imovasyon, internet yayıncılığı, reklamcılığı, danışmanlığı ve e-ticaret sekt&ouml;r&uuml;nde faaliyet g&ouml;steren bir şirkettir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",İMOVASYON BİLİŞİM VE DANIŞMANLIK HİZ. SAN. TİC. LTD. ŞTİ.,+90 (212) 285 71 92,https://www.imovasyon.com/
İnşaat,ariteknokent@ariteknokent.com.tr,Ticem&#39;in geliştirdiği &uuml;st&uuml;n performanslı deprem g&uuml;&ccedil;lendirme sistemleri ile yapılar daha g&uuml;venli hale gelmektedir.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",TİCEM,+90 (212) 285 71 92,http://www.ticem.com.tr/
Havacılık,ariteknokent@ariteknokent.com.tr,"EDS Hava Uzay Teknolojileri, end&uuml;strinin &ccedil;evresel ve end&uuml;striyel aerodinamik alanındaki gereksinimlerine &ouml;nc&uuml; tekniklerle cevap vermektedir.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",EDS,+90 (212) 285 71 92,http://www.edsaerospace.com
Enerji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",TABİ MÜHENDİSLİK VE ENERJİ TEKNOLOJİLERİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.tabienerji.com/
Ambalaj,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",NANOTEL ÜRETİM VE İÇ VE DIŞ TİCARET A.Ş.,+90 (212) 285 71 92,
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",COMPACTIVE OYUN YAZILIM ve PAZARLAMA  A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://compactive.tech/
Elektronik,ariteknokent@ariteknokent.com.tr,"Acrome Robotik firmasının, teknoloji firmaları ve eğitim kurumları i&ccedil;in tasarladığı donanımsal ve yazılımsal uygun maliyetli erişilebilir &ccedil;&ouml;z&uuml;mler ile gen&ccedil;lerin teknoloji okuryazarlığını arttırmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ACROME ROBOTİK,+90 (212) 285 45 79-80 (4 Hat),http://www.acrome.net
"Geri Dönüşüm,Çevre Teknolojileri ve Müh.,Çevre ve Enerji Tek.",ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",CYCLİZM YENİLENEBİLİR ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://cyclizm.co/
Bilişim,ariteknokent@ariteknokent.com.tr,"&nbsp; Tarentum, oyun ve enerji işletmelerinin k&acirc;rını artıran yapay zeka destekli &uuml;r&uuml;n&nbsp;ve &ccedil;&ouml;z&uuml;m&nbsp;hizmeti veren bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",TARENTUM YAZILIM VE DANIŞMANLIK A.Ş.,+90 (212) 285 45 79-80 (4 Hat),http://tarentum.io/
Yazılım,ariteknokent@ariteknokent.com.tr,"CatchPad&reg;, bağlantıya sahip pedler ve kullanıcıların etkinliklerini y&ouml;nlendiren ışık, ses ve titreşim ile &ccedil;oklu duyusal uyarımlar sunan, herkes i&ccedil;in ilk Nihai Etkinlik Platformudur.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",CATCHPAD SPOR EĞİTİM VE EĞLENCE TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://catchpad.com.tr/en/about
Biyomedikal,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",OSEN İMPLANT A.Ş.,+90 (212) 285 45 79-80 (4 Hat),
Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SUN4TECH TEKNOLOJİ A.Ş,+90 (212) 285 71 92,https://sun4tech.com/
BİYOTEKNOLOJİ,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",VEGUS BİYOTEKNOLOJİ ÜRÜNLERİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Dijital sigortacılık ilkesi ve insurtech end&uuml;strisine y&ouml;nelik &ccedil;&ouml;z&uuml;mleri ile 19 yıldır İstanbul Teknik &Uuml;niversitesi Teknokent&rsquo;inde faaliyet g&ouml;steren Agito, 24 yılı aşkın tecr&uuml;be ve 50&rsquo;den fazla başarılı projeye imza atarak, %100 yerli sermaye ile hem T&uuml;rkiye hem de b&ouml;lgesinde hızla b&uuml;y&uuml;meye devam eden, Gartner Magic Quadrant for Life Insurance PAS 2018 &amp; 2019 &amp;2020 raporlarında yer almayı başaran ilk ve tek T&uuml;rk Sigortacılık Yazılım şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",AGİTO,+90 (212) 285 07 89,http://www.agito.com.tr
Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",KARBİL YAZILIM VE BİLİŞİM TEKNOLOJİLERİ TİC. A.Ş.,+90 (212) 285 71 92,https://karbilyazilim.com/404.aspx?aspxerrorpath=/default.aspx
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",POWELMACH ARGE TEKNOLOJİ MÜHENDİSLİK VE DANIŞMANLIK SAN. VE TİC. LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),
Bilişim,,"Abidos, Taksicilik sekt&ouml;r&uuml;ne yerli ve milli &ccedil;&ouml;z&uuml;m olarak sunduğu Taksi Rehberi durak otomasyonu ile taksi duraklarında verimliliği %30 arttırdı.",Ankara,ABİDOS BİLİŞİM,,http://www.abidos.com.tr
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Ulukom Bilgisayar, 160&rsquo;dan fazla &uuml;lkede 17.000 lojistik firmasına hizmet veren WiseTechGlobal&rsquo;ın bir par&ccedil;ası olup 34 yıldır T&uuml;rkiye&rsquo;nin &ouml;nde gelen lojistik ve g&uuml;mr&uuml;kleme firmalarına u&ccedil;tan uca yazılım hizmeti vermektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ULUKOM,+90 (212) 285 71 92,http://www.ulukom.com.tr/
Çevre Teknolojileri,ariteknokent@ariteknokent.com.tr,"T&uuml;rkiye&#39;nin 20 yılı aşkın yerli, kurumsal Coğrafi Bilgi Sistemi tecr&uuml;besini yansıtan &ccedil;&ouml;z&uuml;m ve &uuml;r&uuml;nlerimizle yurtdışında 1 &Uuml;lkenin tamamı, yurti&ccedil;inde 5 B&uuml;y&uuml;kşehir&#39;de toplam 35 Milyondan fazla n&uuml;fus i&ccedil;in kesintisiz &quot;Altyapı ve &Ccedil;evre Y&ouml;netimi&quot; hizmeti s&uuml;rd&uuml;r&uuml;yoruz.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ODAKENT,+90 (212) 285 71 92,http://odakent.com.tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"18 yıl &ouml;nce bir startup olarak kurulan Matriks, T&uuml;rkiye&rsquo;nin halka a&ccedil;ık ilk finansal teknoloji firmasıdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MATRİKS,+90 (212) 285 45 79-80 (4 Hat),http://www.matriksdata.com
İnşaat,ariteknokent@ariteknokent.com.tr,"Technobee, sekt&ouml;rel ve sekt&ouml;rler arası alanlarda proje ve teknoloji geliştirme, y&ouml;netme, danışmanlık ve eğitim vermek &uuml;zere kurulmuş akademik tabanlı bir firmadır.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",TECHNOBEE,+90 (212) 285 07 89,http://technobee.com/
Otomotiv,ariteknokent@ariteknokent.com.tr,"FEV T&uuml;rkiye, 500 kişilik uzman kadrosuyla start-up, k&uuml;resel otomotiv &uuml;reticisi ve par&ccedil;a tedarik&ccedil;ilerine mobilite &ccedil;&ouml;z&uuml;mleri alanında anahtar teslim m&uuml;hendislik hizmetleri vermektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",FEV Türkiye,+90 (212) 285 71 92,https://www.fev.com/en/location-turkey/
PropTech,ariteknokent@ariteknokent.com.tr,"Boni Global, geliştirdiği sosyal mesafe ve temaslı takibi &ccedil;&ouml;z&uuml;m&uuml; SafeSteps ile pandemi d&ouml;neminde iş yerlerindeki g&uuml;nl&uuml;k işg&uuml;c&uuml; kaybını %44 azaltmıştır. SafeSteps kullanan şirketler işg&uuml;c&uuml; kaybı kaynaklı zararın &ouml;n&uuml;ne ge&ccedil;erek yatırım maliyetini 4 aylık kullanım sonunda &ccedil;ıkarmıştır. &nbsp; &nbsp; &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",BONİ GLOBAL,+90 (212) 285 07 89,https://www.boniglobal.com/tr/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",TOLGA OVATMAN HARE YAZILIM,+90 (212) 285 45 79-80 (4 Hat),
Yazılım,ariteknokent@ariteknokent.com.tr,"T&Uuml;RKG&Uuml;VEN, uluslararası standartta iş sağlığı ve g&uuml;venliği uygulamaları ile T&uuml;rkiye mevzuatını kapsayarak, &ccedil;alışmalarınızı m&uuml;kemmelleştiren bir şirkettir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",TURKGÜVEN YAZILIM TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://www.turkguven.com/
Enerji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SOLARIAN ENERJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.solarian.com.tr/
Yazılım,ariteknokent@ariteknokent.com.tr,"ICRON&rsquo;un algoritmaya dayalı, ileri planlama ve optimize karar verme yazılım platformu, iş s&uuml;re&ccedil;leri boyunca tam entegrasyon ve optimizasyon ve bunun sonucunda da iyileştirilmiş operasyonel verimlilik, iş &ccedil;evikliği ve karlılık sağlar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",ICRON,+90 (212) 285 07 89,http://www.icrontech.com/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Move Tech Yazılım Ticaret Anonim Şirketi,+90 (212) 285 45 79-80 (4 Hat),https://www.movetech.com.tr/tr
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",GDS Mühendislik ARGE San. Tic. Ltd. Şti,+90 (212) 285 45 79-80 (4 Hat),https://www.globaldynamicsystems.com/posts/gds-muhendislik-arge-san-tic-ltd-sti-gds-engineering-rd-inc/
Bilişim,ariteknokent@ariteknokent.com.tr,"Ambeent, patentlenen algoritmaları ve uygulama k&uuml;t&uuml;phaneleriyle kullanıcıların Wi-Fi tecr&uuml;besinde %100&rsquo;e varan iyileşme sağlarken; operat&ouml;rler ve şirketlerin m&uuml;şteri şikayetlerini %25 azaltma olanağı sunar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",AMBEENT WIRELESS,+90 (212) 285 71 92,http://www.ambeent.ai/
Bilişim,ariteknokent@ariteknokent.com.tr,"KNS Bilişim, ss&uuml;rd&uuml;r&uuml;lebilir bir m&uuml;şteri ilişkileri deneyimi i&ccedil;in KNS, Mobil CRM ve Sadakat entegrasyonları, web siteleri, yerel uygulamalar ve dokunmatik ekranlar gibi hizmetleri i&ccedil;in senkronize bir platformda tek elden bir y&ouml;netim modelidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",KNS BİLİŞİM TEKNOLOJİLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,+90 (212) 285 71 92,http://www.kns.com.tr/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"Kaizen, &Ccedil;ok disiplinli insanlardan g&uuml;&ccedil; alan, sınırsız bir tasarım ve teknoloji şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 4 Binası Maslak / İstanbul",KAIZEN TELEKOMÜNİKASYON SERVİS VE DANIŞMANLIK TİCARET LİMİTED ŞİRKETİ,+90 (212) 309 99 95,http://www.kaizentech.net
Çevre ve Enerji,ariteknokent@ariteknokent.com.tr,Maviiz firması geliştirdiği d&ouml;ng&uuml;sel ekonomi sistemi ile yosun biyok&uuml;tlesini kullanarak enerji &uuml;retmektedir.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MAVİİZ,+90 (212) 285 45 79-80 (4 Hat),http://www.maviiz.net/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Bilge Adam Teknoloji,&nbsp;siparişe dayalı yapay zeka ve makina &ouml;ğrenmesi tabanlı e-devlet ve kurumsal iş uygulamaları yazılım projeleri ve İK alanından başlayarak ERP ve CRM platformundaki kendi yazılım &uuml;r&uuml;nlerini geliştirmektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BİLGEADAM,+90 (212) 285 45 79-80 (4 Hat),http://www.bilgeadam.com/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MİLETOS,+90 (212) 285 71 92,http://miletos.co/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Argela, gelecek nesil iletişim teknolojilerinde Ar-Ge faaliyetleri y&uuml;r&uuml;tmekte, operat&ouml;rlere Geniş Bant Erişim ve Şebeke Performans İzleme &ccedil;&ouml;z&uuml;mleri sunmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ARGELA,+90 (212) 285 45 79-80 (4 Hat),http://www.argela.com
Medikal,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",MD ARGE YAZILIM HİZMETLERİ A.Ş.,+90 (212) 285 07 89,http://www.mdarge.com
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Yapı Kredi Teknoloji, yenilik&ccedil;i yapay zeka &ccedil;&ouml;z&uuml;mlerinden SAFIR ile yılda 4 milyon talimat belgesini insan g&uuml;c&uuml; gerekmeden işleyerek para transferleri s&uuml;resinde %60 kısalma sağlamıştır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",YAPI KREDİ Teknoloji A.Ş,+90 (212) 285 45 79-80 (4 Hat),http://www.ykteknoloji.com.tr/
Bilişim,ariteknokent@ariteknokent.com.tr,"Kora, Winwai markasıyla Yapay Zeka ve RPA (Workers) &uuml;r&uuml;nleriyle operasyon ve satış s&uuml;re&ccedil;lerine 4 kat hızlanma ve %50 maliyet avantajı sağlamaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",KORA İNTERNET TEKNOLOJİLERİ,+90 (212) 285 45 79-80 (4 Hat),http://www.kora.com.tr
Yazılım,ariteknokent@ariteknokent.com.tr,"Meşk M&uuml;zik Teknolojileri, m&uuml;zik eğitim ve teknolojileri alanına odaklanmış bir Ar-Ge firmasıdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MEŞK MÜZİK TEKNOLOJİLERİ LİMİTED ŞİRKETİ,+90 (212) 285 71 92,https://www.meskteknoloji.com/?lang=tr
Bilişim,ariteknokent@ariteknokent.com.tr,"Inserv Organizasyon; Finans, Sigorta, Kamu kurumları olmak &uuml;zere her sekt&ouml;rden yurti&ccedil;i ve yurtdışı kurumlara sekt&ouml;rlerinde duayen profesyonellerin, uzmanların, teknolojik &uuml;r&uuml;n ve hizmet iş ortaklarının oluşturduğu Profesyonel Hizmet Platformlarıdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",INSERV ORGANİZASYON DESTEK EĞİTİM VE DANIŞMANLIK HİZMETLERİ A.Ş.,+90 (212) 285 71 92,http://www.inserv.com.tr/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",YUPPY GAMES TEKNOLOJİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),
Makine,ariteknokent@ariteknokent.com.tr,"Adlema, Farklı sekt&ouml;rlerin ihtiya&ccedil;larına uygun ve t&uuml;m standartlarını karşılayan u&ccedil;tan uca sızdırmazlık &ccedil;&ouml;z&uuml;mleri &uuml;retir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ADLEMA MAKİNA TEKNOLOJİLERİ ANONİM ŞİRKETİ,+90 (212) 285 71 92,https://www.adlema.com/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Cisco, Philips gibi d&uuml;nya devlerinin yanisira ABD&rsquo;de ki en b&uuml;y&uuml;k yayın sağlayıcısi firmada, Turizm Teknolojileri Partneri olarak sectigi Nevotek&rsquo;in cozumlerini kullanmaktadir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",NEVOTEK,+90 (212) 285 71 92,http://nevotek.com/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Nebim Neyir Bilgisayar Sanayii ve Hizmetleri A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.nebim.com.tr/tr
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Microtonal Guitars Müzik Teknolojileri A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://tolgahancogulu.com/?lang=tr
Dayanıklı Tüketim Ma,ariteknokent@ariteknokent.com.tr,Bataryalar karbon emisyonunun minimuma indirildiği bir topluma ge&ccedil;işi destekleyen en &ouml;nemli teknolojilerden biridir. S&uuml;rd&uuml;r&uuml;lebilir bir gelecek i&ccedil;in geliştirdiğimiz yenilik&ccedil;i batarya teknolojileri ile enerji &ccedil;&ouml;z&uuml;mleri &uuml;retiyoruz.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ENWAIR ENERJİ TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://enwair.com/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Aigoritma Yapay Zeka ve Yazılım Danışmanlık ve Ticaret Limited Şirketi,+90 (212) 285 45 79-80 (4 Hat),https://www.aigoritma.ai/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SARENTE BİLGİ TEKNOLOJİLERİ A.Ş.,+90 (212) 285 71 92,https://sarente.com/en/home/
Biyomedikal,ariteknokent@ariteknokent.com.tr,"Mikronos, mikroakışkan tabanlı pıhtılaşma analizi cihazı. MİKROTEM kanamalı hastaların hayatta kalma ihtimalini &ouml;nemli &ouml;l&ccedil;&uuml;de arttıracak bir teknolojiye sahiptir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Mikronos Biyomedikal Mühendislik ve Danışmanlık AŞ,+90 (212) 285 71 92,http://www.mikronos.com.tr/?lang=tr
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"BVK Teknoloji geliştirdiği akıllı erişim y&ouml;netimi &ccedil;&ouml;z&uuml;mleriyle, hem fiziki hem dijital erişim kontrollerini d&uuml;nyada ilk birleştiren teknoloji firmasıdır ve b&uuml;t&uuml;nc&uuml;l yaklaşımıyla m&uuml;şterilerinin g&uuml;venlik s&uuml;re&ccedil;lerini geliştirmeye katkı sağlamaktadır.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BVK,+90 (212) 285 45 79-80 (4 Hat),http://bvk.com.tr/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BIOTECHX YAZILIM ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://www.terrapinn.com/conference/biotechx/index.stm
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"36 milyondan fazla kurulu cihaz ile g&uuml;venlikten asla taviz vermeyen Verifone, 150&rsquo;den fazla &uuml;lkede en tanınmış perakende zincirleri, finans kurumları ve &ouml;deme sağlayıcıları dahil bir&ccedil;ok işletmeye hizmet vermektedir&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",VERİFONE,+90 (212) 285 45 79-80 (4 Hat),http://www.verifone.com/
