company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
SAVUNMA,info@hacettepeteknokent.com.tr; sancay.kirik@msspektral.com,,Ankara,Ms Spektral Savunma Sanayi A.Ş.,(534) 225-63-68; (312) 297 71 62; (312) 297 60 93,http://www.msspektral.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.msspektral.com
SAVUNMA,info@hacettepeteknokent.com.tr; info@megart.com.tr,,Ankara,Megart Teknoloji Sanayi Ve Ticaret Anonim Şirketi,(312) 385-22-85; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; info@magice.com.tr,,Ankara,Magiçe Manyetik Soğutma Isıtma Elektromekanik Ve Enerji Sistemleri Sanayi Ve Ticaret Limited Şirketi,(312) 600-00-30; (312) 297 71 62; (312) 297 60 93,http://www.magice.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.magice.com.tr
SAVUNMA,info@hacettepeteknokent.com.tr; muhasebe@molekulas.com,,Ankara,MOLEKÜL İLERI MÜHENDİSLİK HİZMETLERİ A.Ş.,(531) 262-56-87; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; savunma@koluman.com,,Ankara,Koluman Otomotiv Endüstri AŞ,(324) 651-00-20; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://kolumantech.com/; https://www.hacettepettm.com/
SAVUNMA,iletisim@esensi.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Esen Sistem Entegrasyon Ve Mühendislik Hizmetleri San. Ve Tic. Ltd. Şti.,(312) 220-14-88; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.esensi.com.tr/iletisim/; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; ziya.altunbay@ehsim.com.tr,,Ankara,Ehsim Elektronik Harp Sistemleri Mühendislik Ticaret A.Ş.,(312) 210-18-20; (312) 297 71 62; (312) 297 60 93,http://www.ehsim.com.tr; https://hacettepe.edu.tr; https://www.ehsim.com.tr; https://www.hacettepettm.com/
SAVUNMA,e4e@e4e.com.tr; info@hacettepeteknokent.com.tr,,Ankara,E4E ELEKTRONİK MÜHENDİSLİK YAZILIM TASARIM A.Ş.,(312) 266-36-02; (312) 297 71 62; (312) 297 60 93,http://www.e4e.com.tr; https://hacettepe.edu.tr; https://www.e4e.com.tr; https://www.hacettepettm.com/
SAVUNMA,berzurumlu@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,COMNIFY TEKNOLOJI ANONIM SIRKETI,(533) 339-36-23; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@calicoteknoloji.com; info@hacettepeteknokent.com.tr,,Ankara,CALICO TEKNOLOJI ANONIM SIRKETI,(312) 988-03-07; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; ozcakir@bnbcinternational.com,,Ankara,Bnbc Uluslararası Mühendislik Müşavirlik Ve Ticaret Limited Şirketi,(312) 950-57-42; (312) 297 71 62; (312) 297 60 93,http://www.bnbcinternational.com; https://hacettepe.edu.tr; https://www.bnbcinternational.com; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; murat@bayramogluaerospace.com,,Ankara,BAS BAYRAMOGLU AERO UZAY SANAYI ANONIM SIRKETI,(541) 690-89-80; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@asartech.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Asartech Arge Tasarım Mühendislik A.Ş.,(312) 227-00-37; (312) 297 71 62; (312) 297 60 93,http://www.asartech.com.tr; https://hacettepe.edu.tr; https://www.asartech.com.tr; https://www.hacettepettm.com/
SAVUNMA,info@artron.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Artron Tasarım Üretim Elektronik Tic. A.Ş.,(312) 394-19-40; (312) 297 71 62; (312) 297 60 93,http://www.artron.com.tr; https://hacettepe.edu.tr; https://www.artron.com.tr; https://www.hacettepettm.com/
SAVUNMA,info@armelsan.com; info@hacettepeteknokent.com.tr,,Ankara,Armelsan Savunma Teknolojileri Sanayi Ve Dış Ticaret A.Ş.,(216) 527-62-22; (312) 297 71 62; (312) 297 60 93,http://www.armelsan.com; https://hacettepe.edu.tr; https://www.armelsan.com; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; saygun@arketel.com,,Ankara,Arke Telekom Mühendislik Elektronik Sanayi Ve Ticaret Ltd. Şti.,(312) 266-07-06; (312) 297 71 62; (312) 297 60 93,https://arketel.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAVUNMA,info@antegrup.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Ante Grup Bilişim Ticaret A.Ş,(312) 285-26-83; (312) 297 71 62; (312) 297 60 93,http://www.antegrup.com.tr; https://hacettepe.edu.tr; https://www.antegrup.com.tr; https://www.hacettepettm.com/
SAVUNMA,info@hacettepeteknokent.com.tr; naz.duzgun@arcadefense.com.tr,,Ankara,ARCA SAVUNMA SANAYİ TİCARET A.Ş.,(532) 450-94-90; (312) 297 71 62; (312) 297 60 93,https://arcadefense.com.tr/; https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; info@venusrobotik.com,,Ankara,Venüs Robotik Medikal Ve Protez Anonim Şirketi,(535) 602-62-68; (312) 297 71 62; (312) 297 60 93,http://www.venusrobotik.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.venusrobotik.com.tr
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; itatli@hacettepe.edu.tr,,Ankara,VERDE VİTA PHARMA İLAÇ DOĞAL ÜRÜNLER KOZMETİK ARGE EĞİTİM DANIŞMANLIK İTHALAT VE İHRACAT LİMİTED ŞİRKETİ,(532) 646-56-87; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; info@ulusanmedikal.com,,Ankara,ULUSAN MEDİKAL SAN. VE TİC. LTD. ŞTİ.,(532) 338-08-21; (312) 297 71 62; (312) 297 60 93,http://www.ulusanmedikal.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.ulusanmedikal.com
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; mustafa.keles@theranatolia.com,,Ankara,Theranatolia Biyoteknoloji A.Ş.,(538) 875-33-50; (312) 297 71 62; (312) 297 60 93,http://www.theranatolia.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.theranatolia.com
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; pelinaks@yahoo.com,,Ankara,Teknokent Eczanesi,(553) 973-14-05; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,erkekp@yahoo.com; info@hacettepeteknokent.com.tr; sunaatasayar@gmail.com,,Ankara,TOXPHARMA ARGE EĞİTİM VE DANIŞMANLIK LİMİTED ŞİRKETİ,(532) 515-14-00; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,fatih@snp.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Snp Biyoteknoloji Araştırma Geliştirme Ve Üretim San. Tic. Ltd. Şti.,(312) 299-23-28; (312) 297 71 62; (312) 297 60 93,http://www.snp.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.snp.com.tr
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; muhasebe@saglikyayincilik.com.tr,,Ankara,Sağlık Yayıncılık Yazılım Bilişim Limited Şirketi,(554) 831-09-09; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,emrehuri@hacettepe.edu.tr; info@hacettepeteknokent.com.tr,,Ankara,SURGSİM SAĞLIK TEKNOLOJİK UYGULAMALAR VE DANIŞMANLIK ANONİM ŞİRKETİ,(123) 456-78-90; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; sbozdag@hacettepe.edu.tr,,Ankara,PHARMALUTION İLAÇ KOZMETİK TIBBİ CİHAZ ARGE EĞİTİM DANIŞMANLIK İTHALAT VE İHRACAT LİMİTED ŞİRKETİ,(533) 255-50-89; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,erinc.kandamar@mycro.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Mycro Klinik Araştırmalar Ve Sağlık Hizmetleri Anonim Şirketi,(312) 297 71 62; (312) 297 60 93,http://www.mycro.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.mycro.com.tr
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; mentor@mentorarge.com,,Ankara,Mentor Araştırma Geliştirme Eğitim Ve Dan. Tic. Ltd. Şti.,(532) 435-21-90; (312) 297 71 62; (312) 297 60 93,http://mentorarge.com; https://hacettepe.edu.tr; https://mentorarge.com/hakkimizda/#; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; kaankabadayi@gmail.com,,Ankara,Maravia Medikal Ve Teknoloji Sanayi Ve Ticaret Limited Şirketi,(543) 405-34-67; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,halilmaydin@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,MERIDIAN BİYOMALZEME VE DANIŞMANLIK ANONİM ŞİRKETİ,(533) 551-58-30; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,emelaktepe@windowslive.com; info@hacettepeteknokent.com.tr,,Ankara,KARTAL OKUMA İÇ VE DIŞ TİC. LTD ŞTİ.,(312) 229-58-59; (312) 297 71 62; (312) 297 60 93,http://www.kartalokuma.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.kartalokuma.com.tr
SAGLIK-MEDIKAL,benat.kockar@gmail.com; info@hacettepeteknokent.com.tr; mkockar@gmail.com,,Ankara,Inoshape Medikal Malzeme Ve Makina Teknolojileri Sanayi Ve Ticaret Ltd.şti.,(534) 402-66-35; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,ilkan@hacettepe.edu.tr; info@hacettepeteknokent.com.tr,,Ankara,ISITECH İLERİ SAĞLIK TEKONOLOJİLERİ ARGE ÜRGE İNOVASYON EĞİTİM VE DANIŞMANLIK LİMİTED ŞİRKETİ,(535) 304-75-79; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; info@hemosoft.com,,Ankara,Hemosoft Bilişim Eğitim Hizmetleri A.Ş.,(312) 299-23-14; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; lalekarakoc@hotmail.com,,Ankara,FERTİLAMED ARAŞTIRMA GELİŞTİRME TİCARET LİMİTED ŞİRKETİ,(532) 642-95-20; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@farmalojik.com.tr; info@hacettepeteknokent.com.tr,,Ankara,FARMALOJİK SAĞLIK İLAÇ ARGE DANIŞMANLIK LİMİTED ŞİRKETİ,(312) 486-08-60; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,duyguc2008@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,ENVIROSTEM HÜCRE VE İLERİ TEDAVİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,(533) 740-75-24; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; ugurunluturk@gmail.com,,Ankara,ENDOUS ARGE YAZILIM DANIŞMANLIK MEDİKAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,(532) 440-70-71; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,duyusalkapsul@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,DUYUSAL KAPSÜL REHABİLİTASYON VE SAĞLIK ÜRÜNLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,(536) 886-95-03; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; yashongs@gmail.com,,Ankara,Craniowell Medikal Teknoloji Arge Sanayi Ticaret Limited Şirketi,(533) 680-87-19; (312) 297 71 62; (312) 297 60 93,http://www.doktoryasar.com; https://hacettepe.edu.tr; https://www.doktoryasar.com; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; sertac@hacettepe.edu.tr,,Ankara,CASE TIBBI ARAŞTIRMA UYGULAMA DANIŞMANLIK ORGANİZASYON MEDİKAL EĞİTİM VE SAĞLIK HİZMETLERİ LTD. ŞTİ.,(531) 794-06-56; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,bilensoylab@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Biogalenica Arge Eğitim Danışmanlık İthalat İhracat Limited Şirketi,(530) 953-66-71; (312) 297 71 62; (312) 297 60 93,http://www.biogalenica.com; https://hacettepe.edu.tr; https://www.biogalenica.com; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,biostamix@outlook.com; info@hacettepeteknokent.com.tr,,Ankara,BIOSTAMIX 3D MODELLEME VE BİYOMÜHENDİSLİK ANONİM ŞİRKETİ,(531) 306-66-50; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,cemilcaneylem@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,BIOMIC SCIENCE BİYOTEKNOLOJİ SANAYİ TİCARET ANONİM ŞİRKETİ,(532) 157-35-04; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,adger@adgerltd.com; info@hacettepeteknokent.com.tr,,Ankara,Adger Mühendislik Limited Şirketi,(312) 394-61-73; (312) 297 71 62; (312) 297 60 93,http://www.adgerltd.com; https://hacettepe.edu.tr; https://www.adgerltd.com; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; necip.yilmaz@dasal.com,,Ankara,ATN YAZILIM ELEKTRONİK MEKANİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,(542) 336-71-02; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@anmat.com.tr; info@hacettepeteknokent.com.tr,,Ankara,ANMAT GLOBAL SAĞLIK BİLİŞİM SANAYİ VE TİCARET ANONİM ŞİRKETİ,(542) 336-71-02; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
SAGLIK-MEDIKAL,info@hacettepeteknokent.com.tr; npurali@hacettepe.edu.tr,,Ankara,ACUTECH BİYOİNFORMATİK VE BİYOTEKNOLOJİ ANONİM ŞİRKETİ,(532) 477-86-86; (312) 297 71 62; (312) 297 60 93,http://www.acutech.com.tr; https://hacettepe.edu.tr; https://www.acutech.com.tr; https://www.hacettepettm.com/
OTOMOTIV-MAKINE,info@hacettepeteknokent.com.tr,,Ankara,SERDAR ŞAHİN,(507) 955-82-14; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
OTOMOTIV-MAKINE,info@hacettepeteknokent.com.tr; nahit.babaarslan@p-dynamics.com,,Ankara,P DYNAMICS MÜHENDİSLİK VE TEKNOLOJİ ANONİM ŞİRKETİ,(507) 717-29-87; (312) 297 71 62; (312) 297 60 93,http://www.p-dynamics.com/; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.p-dynamics.com/
OTOMOTIV-MAKINE,aksoynadir@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Espom Makine Sanayi Ve Ticaret Anonim Şirketi,(505) 766-97-55; (312) 297 71 62; (312) 297 60 93,http://www.espom.com.tr; https://hacettepe.edu.tr; https://www.espom.com.tr; https://www.hacettepettm.com/
OTOMOTIV-MAKINE,edel.muhendislik@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Edel Mühendislik Müşavirlik Savunma Güvenlik Sistemleri Sanayi Ve Ticaret Anonim Şirketi,(551) 160-05-89; (312) 297 71 62; (312) 297 60 93,http://www.edelmuhendislik.com/; https://hacettepe.edu.tr; https://www.edelmuhendislik.com/; https://www.hacettepettm.com/
MADENCILIK,info@hacettepeteknokent.com.tr; natakanaydogan@gmail.com,,Ankara,ROMPLUS MADENCİLİK YAZILIM DANIŞMANLIK SAN. VE TİC. LTD. ŞTİ.,(888) 888-88-88; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
MADENCILIK,e.zafir@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Mrd Mineral Madencilik Teknolojileri Ve Çevre Ticaret Limited Şirketi,(533) 749-75-01; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
MADENCILIK,ht.ttm@hacettepe.edu.tr; info@hacettepeteknokent.com.tr,,Ankara,Hacettepe Teknokent Teknoloji Transferi Arge Danışmanlık Enerji Sağlık Çevre İletişim San Ve Tic. A.Ş.,(312) 297-62-78; (312) 297 71 62; (312) 297 60 93,http://www.hacettepettm.com; https://hacettepe.edu.tr; https://www.hacettepettm.com; https://www.hacettepettm.com/
MADENCILIK,info@hacettepeteknokent.com.tr; metin.can@hacettepe.edu.tr,,Ankara,HACETTEPE MİNERAL TEKNOLOJİLERİ LTD. ŞTİ.,(312) 299-26-01; (312) 297 71 62; (312) 297 60 93,http://www.hmineral.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.hmineral.com
MADENCILIK,gvmt.unver@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,GÜVENLİ VE VERİMLİ MADEN TEKNOLOJİILERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,(312) 297-76-00; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
MADENCILIK,gulsevaksoy@hacettepe.edu.tr; info@hacettepeteknokent.com.tr,,Ankara,Goa Ar-ge Madencilik Ve Çevre Teknolojileri Ltd. Şti.,(532) 654-66-52; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; suna@hacettepe.edu.tr,,Ankara,İDE TOKSİKOLOJİ PROFESYONEL DANIŞMANLIK ARGE VE EĞİTİM HİZMETLERİ İTHALAT İHRACAT D. TİC. LTD.ŞTİ,(505) 662-95-32; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; pinar@hacettepe.edu.tr,,Ankara,ZAMAKS ARAŞTIRMA GELİŞTİRME VE İNOVASYON ANONİM ŞİRKETİ,(532) 687-85-56; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; pkavakli@gmail.com,,Ankara,LIGNIUM ARAŞTIRMA GELİŞTİRME VE İNOVASYON LİMİTED ŞİRKETİ,(532) 687-85-56; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; mutlud@hacettepe.edu.tr,,Ankara,Koji Kozmetik Kimya Sanayi Ve Ticaret Anonim Şirketi,(532) 056-37-99; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; nerdogar@gmail.com,,Ankara,Erina Pharma İlaç Kozmetik Tıbbı Cihaz Arge Danışmanlık İthalat ve İhracat Limited Şirketi,(533) 487-95-27; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,info@hacettepeteknokent.com.tr; msen@hacettepe.edu.tr,,Ankara,Elastek Elastomer Ve Plastik Teknolojileri Ürünleri Sanayi Ticaret Limited Şirketi,(535) 371-45-89; (312) 297 71 62; (312) 297 60 93,http://www.elastek.com.tr; https://hacettepe.edu.tr; https://www.elastek.com.tr; https://www.hacettepettm.com/
KIMYA-KOZMETIK-TEMIZLIK,aetherofficialcompany@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,AETHER BİYO TEKNOLOJİLERİ VE KİMYA SANAYİ TİCARET ANONİM ŞİRKETİ,(530) 488-86-16; (312) 297 71 62; (312) 297 60 93,http://aetherbiotech.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; info@someco2.com,,Ankara,SOME CARBON ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,(541) 601-22-35; (312) 297 71 62; (312) 297 60 93,http://www.someco2.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.someco2.com
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; muhasebe@paneratech.com,,Ankara,Paneratech Bilisim Teknolojileri Ticaret Ltd. Sti.,(537) 388-91-64; (312) 297 71 62; (312) 297 60 93,http://www.paneratech.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.paneratech.com
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; studios.oreon@gmail.com,,Ankara,Oreon Studios Oyun Yazılım Teknoloji Ticaret Anonim Şirketi,(535) 083-48-10; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; melihbal@mepaforce.com,,Ankara,Mepaforce Mühendislik Ve Danışmanlık Anonim Şirketi,(505) 477-69-03; (312) 297 71 62; (312) 297 60 93,http://www.mepaforce.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.mepaforce.com
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; komak.argeinovasyon@gmail.com,,Ankara,KOMAK ARGE İNOVASYON MÜHENDİSLİK TİCARET LİMİTED ŞİRKETİ,(506) 584-81-33; (312) 297 71 62; (312) 297 60 93,http://www.komakarge.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.komakarge.com
INSAAT-MUHENDISLIK,info@hacettepe.eu; info@hacettepeteknokent.com.tr,,Ankara,Hacettepe Bilim Merkezi Eğitim Araştırma Limited Şirketi,(531) 701-94-06; (312) 297 71 62; (312) 297 60 93,http://www.hacettepe.eu; https://hacettepe.edu.tr; https://www.hacettepe.eu; https://www.hacettepettm.com/
INSAAT-MUHENDISLIK,binarybrainofficial@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,BINARY BRAIN ARAŞTIRMA GELİŞTİRME TEKNOLOJİ ANONİM ŞİRKETİ,(312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
INSAAT-MUHENDISLIK,cansudemiryurek@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,BECA BILISIM TEKNOLOJILERI ANONIM SIRKETI,(533) 711-98-04; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
INSAAT-MUHENDISLIK,info@hacettepeteknokent.com.tr; oinalpolat@arnova.net.tr,,Ankara,ARNOVA PROJE MİMARLIK MÜHENDİSLİK İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,(537) 445-12-17; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
GIDA-HAYVANCILIK,info@hacettepeteknokent.com.tr; scentomics.lab@gmail.com,,Ankara,SCENTOMICS MÜHENDİSLİK ARGE VE GIDA TEKNOLOJİLERİ ANONİM ŞİRKETİ,(312) 857-13-94; (312) 297 71 62; (312) 297 60 93,http://www.scentomics.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.scentomics.com.tr
GIDA-HAYVANCILIK,fgkbel@hotmail.com; info@hacettepeteknokent.com.tr,,Ankara,Nfs Global Gıda Teknolojileri Ve Danışmanlık Limited Şirketi,(551) 431-49-99; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
GIDA-HAYVANCILIK,hbbpetrol@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,HBB GLOBAL TURİZM LİMİTED ŞİRKETİ,(531) 322-51-11; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
GIDA-HAYVANCILIK,ihb37@yahoo.com; info@hacettepeteknokent.com.tr,,Ankara,BOYACI TEKNOLOJİ ANONİM ŞİRKETİ,(505) 284-86-52; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
ENERJI,aytug.ekici@siemens.com; info@hacettepeteknokent.com.tr,,Ankara,SIEMENS SANAYİ VE TİCARET ANONİM ŞİRKETİ,(216) 459-20-00; (312) 297 71 62; (312) 297 60 93,http://www.siemens.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.siemens.com.tr
ENERJI,info@hacettepeteknokent.com.tr; info@mikrosismik.com,,Ankara,Mikrosismik Mühendislik Danışmanlık Ltd. Sti.,(530) 414-17-16; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
ENERJI,info@hacettepeteknokent.com.tr; osman.tor@epra.com.tr,,Ankara,Epra Elektrik Enerji İnş. Ve Tic. Ltd. Şti.,(312) 299-25-27; (312) 297 71 62; (312) 297 60 93,http://www.epra.com.tr; https://hacettepe.edu.tr; https://www.epra.com.tr; https://www.hacettepettm.com/
ENERJI,info@botaspipeline.com; info@hacettepeteknokent.com.tr,,Ankara,BOTAS PIPELINE SERVICES IC MERKEZİ JERSEY ANKARA MERKEZ ŞUBESİ,(312) 297-20-00; (312) 297 71 62; (312) 297 60 93,http://www.botaspipeline.com; https://hacettepe.edu.tr; https://www.botaspipeline.com; https://www.hacettepettm.com/
ENERJI,info@ardensarge.com.tr; info@hacettepeteknokent.com.tr,,Ankara,ARDENS TEKNOLOJI VE ARGE ANONIM SIRKETI,(537) 335-02-46; (312) 297 71 62; (312) 297 60 93,http://www.ardensarge.com.tr; https://hacettepe.edu.tr; https://www.ardensarge.com.tr; https://www.hacettepettm.com/
